;Scopy version,f4beeb1
;Exported on,Freitag August 30/08/2024
;Device,M2K
;Nr of samples,1600
;Sample rate,100000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V),CH2(V)
686,0.00226,0.568543,1.37716
687,0.00227,0.568543,1.39387
688,0.00228,0.568543,1.41057
689,0.00229,0.568543,1.42727
690,0.0023,0.568543,1.42727
691,0.00231,0.568543,1.44398
692,0.00232,0.568543,1.46068
693,0.00233,0.568543,1.49409
694,0.00234,0.568543,1.51079
695,0.00235,0.585246,1.51079
696,0.00236,0.585246,1.5275
697,0.00237,0.585246,1.5609
698,0.00238,0.585246,1.5609
699,0.00239,0.568543,1.5609
700,0.0024,0.585246,1.59431
701,0.00241,0.585246,1.61102
702,0.00242,0.585246,1.61102
703,0.00243,0.585246,1.62772
704,0.00244,0.585246,1.66113
705,0.00245,0.585246,1.66113
706,0.00246,0.585246,1.67783
707,0.00247,0.585246,1.69453
708,0.00248,0.585246,1.72794
709,0.00249,0.585246,1.74464
710,0.0025,0.585246,1.76135
711,0.00251,0.585246,1.77805
712,0.00252,0.585246,1.79476
713,0.00253,0.585246,1.79476
714,0.00254,0.585246,1.82816
715,0.00255,0.585246,1.81146
716,0.00256,0.585246,1.84487
717,0.00257,0.585246,1.86157
718,0.00258,0.585246,1.86157
719,0.00259,0.585246,1.87827
720,0.0026,0.585246,1.89498
721,0.00261,0.585246,1.89498
722,0.00262,0.585246,1.92839
723,0.00263,0.585246,1.92839
724,0.00264,0.585246,1.92839
725,0.00265,0.585246,1.9785
726,0.00266,0.585246,1.9952
727,0.00267,0.585246,2.0119
728,0.00268,0.585246,2.0119
729,0.00269,0.585246,2.04531
730,0.0027,0.585246,2.04531
731,0.00271,0.585246,2.06202
732,0.00272,0.585246,2.07872
733,0.00273,0.60195,2.11213
734,0.00274,0.60195,2.12883
735,0.00275,0.60195,2.14553
736,0.00276,0.60195,2.14553
737,0.00277,0.60195,2.17894
738,0.00278,0.60195,2.17894
739,0.00279,0.60195,2.19565
740,0.0028,0.60195,2.19565
741,0.00281,0.60195,2.24576
742,0.00282,0.60195,2.24576
743,0.00283,0.60195,2.26246
744,0.00284,0.60195,2.27916
745,0.00285,0.60195,2.29587
746,0.00286,0.60195,2.31257
747,0.00287,0.60195,2.31257
748,0.00288,0.60195,2.32928
749,0.00289,0.60195,2.34598
750,0.0029,0.60195,2.36268
751,0.00291,0.60195,2.36268
752,0.00292,0.60195,2.39609
753,0.00293,0.60195,2.41279
754,0.00294,0.60195,2.4295
755,0.00295,0.60195,2.4295
756,0.00296,0.60195,2.4629
757,0.00297,0.60195,2.47961
758,0.00298,0.60195,2.49631
759,0.00299,0.60195,2.51302
760,0.003,0.60195,2.52972
761,0.00301,0.60195,2.54642
762,0.00302,0.60195,2.54642
763,0.00303,0.60195,2.57983
764,0.00304,0.60195,2.57983
765,0.00305,0.60195,2.59653
766,0.00306,0.60195,2.61324
767,0.00307,0.60195,2.61324
768,0.00308,0.60195,2.64665
769,0.00309,0.60195,2.66335
770,0.0031,0.60195,2.66335
771,0.00311,0.60195,2.66335
772,0.00312,0.60195,2.71346
773,0.00313,0.60195,2.73016
774,0.00314,0.60195,2.74687
775,0.00315,0.60195,2.76357
776,0.00316,0.60195,2.78028
777,0.00317,0.60195,2.78028
778,0.00318,0.60195,2.79698
779,0.00319,0.60195,2.81368
780,0.0032,0.60195,2.81368
781,0.00321,0.60195,2.84709
782,0.00322,0.60195,2.86379
783,0.00323,0.60195,2.8805
784,0.00324,0.60195,2.86379
785,0.00325,0.60195,2.8972
786,0.00326,0.60195,2.91391
787,0.00327,0.60195,2.94731
788,0.00328,0.60195,2.96402
789,0.00329,0.60195,2.98072
790,0.0033,0.618654,2.98072
791,0.00331,0.60195,2.99742
792,0.00332,0.618654,3.01413
793,0.00333,0.618654,3.03083
794,0.00334,0.618654,3.04754
795,0.00335,0.618654,3.04754
796,0.00336,0.618654,3.08094
797,0.00337,0.618654,3.09765
798,0.00338,0.618654,3.09765
799,0.00339,0.60195,3.11435
800,0.0034,0.618654,3.11435
801,0.00341,0.618654,3.14776
802,0.00342,0.618654,3.16446
803,0.00343,0.618654,3.19787
804,0.00344,0.618654,3.21457
805,0.00345,0.618654,3.23128
806,0.00346,0.618654,3.24798
807,0.00347,0.618654,3.26468
808,0.00348,0.618654,3.24798
809,0.00349,0.618654,3.24798
810,0.0035,0.618654,3.23128
811,0.00351,0.618654,3.21457
812,0.00352,0.618654,3.19787
813,0.00353,0.618654,3.16446
814,0.00354,0.618654,3.14776
815,0.00355,0.618654,3.13105
816,0.00356,0.60195,3.11435
817,0.00357,0.60195,3.08094
818,0.00358,0.618654,3.08094
819,0.00359,0.60195,3.06424
820,0.0036,0.618654,3.04754
821,0.00361,0.60195,3.03083
822,0.00362,0.60195,3.01413
823,0.00363,0.60195,3.01413
824,0.00364,0.60195,2.99742
825,0.00365,0.60195,2.96402
826,0.00366,0.60195,2.96402
827,0.00367,0.60195,2.94731
828,0.00368,0.60195,2.94731
829,0.00369,0.618654,2.91391
830,0.0037,0.60195,2.8972
831,0.00371,0.60195,2.86379
832,0.00372,0.618654,2.86379
833,0.00373,0.618654,2.84709
834,0.00374,0.60195,2.83039
835,0.00375,0.60195,2.81368
836,0.00376,0.60195,2.79698
837,0.00377,0.60195,2.79698
838,0.00378,0.60195,2.78028
839,0.00379,0.60195,2.76357
840,0.0038,0.60195,2.73016
841,0.00381,0.60195,2.73016
842,0.00382,0.60195,2.71346
843,0.00383,0.60195,2.71346
844,0.00384,0.60195,2.66335
845,0.00385,0.60195,2.66335
846,0.00386,0.60195,2.64665
847,0.00387,0.60195,2.62994
848,0.00388,0.60195,2.61324
849,0.00389,0.60195,2.61324
850,0.0039,0.60195,2.59653
851,0.00391,0.60195,2.57983
852,0.00392,0.60195,2.56313
853,0.00393,0.60195,2.52972
854,0.00394,0.60195,2.52972
855,0.00395,0.60195,2.51302
856,0.00396,0.60195,2.51302
857,0.00397,0.60195,2.49631
858,0.00398,0.60195,2.47961
859,0.00399,0.60195,2.4295
860,0.004,0.60195,2.4629
861,0.00401,0.60195,2.4295
862,0.00402,0.60195,2.41279
863,0.00403,0.60195,2.39609
864,0.00404,0.60195,2.37939
865,0.00405,0.60195,2.36268
866,0.00406,0.60195,2.32928
867,0.00407,0.60195,2.32928
868,0.00408,0.60195,2.31257
869,0.00409,0.60195,2.29587
870,0.0041,0.60195,2.27916
871,0.00411,0.60195,2.27916
872,0.00412,0.60195,2.26246
873,0.00413,0.60195,2.22905
874,0.00414,0.60195,2.22905
875,0.00415,0.60195,2.19565
876,0.00416,0.60195,2.19565
877,0.00417,0.60195,2.17894
878,0.00418,0.60195,2.16224
879,0.00419,0.60195,2.14553
880,0.0042,0.585246,2.12883
881,0.00421,0.585246,2.11213
882,0.00422,0.585246,2.09542
883,0.00423,0.585246,2.06202
884,0.00424,0.585246,2.06202
885,0.00425,0.585246,2.04531
886,0.00426,0.585246,2.04531
887,0.00427,0.585246,2.02861
888,0.00428,0.585246,1.9952
889,0.00429,0.585246,1.9952
890,0.0043,0.585246,1.9952
891,0.00431,0.585246,1.9785
892,0.00432,0.585246,1.94509
893,0.00433,0.60195,1.91168
894,0.00434,0.585246,1.91168
895,0.00435,0.585246,1.89498
896,0.00436,0.585246,1.87827
897,0.00437,0.585246,1.86157
898,0.00438,0.585246,1.84487
899,0.00439,0.585246,1.84487
900,0.0044,0.585246,1.82816
901,0.00441,0.585246,1.81146
902,0.00442,0.585246,1.77805
903,0.00443,0.585246,1.77805
904,0.00444,0.585246,1.77805
905,0.00445,0.585246,1.74464
906,0.00446,0.585246,1.74464
907,0.00447,0.585246,1.72794
908,0.00448,0.585246,1.67783
909,0.00449,0.585246,1.66113
910,0.0045,0.585246,1.66113
911,0.00451,0.585246,1.64442
912,0.00452,0.568543,1.62772
913,0.00453,0.568543,1.61102
914,0.00454,0.568543,1.61102
915,0.00455,0.568543,1.57761
916,0.00456,0.585246,1.5609
917,0.00457,0.585246,1.5609
918,0.00458,0.585246,1.57761
919,0.00459,0.585246,1.5275
920,0.0046,0.585246,1.5275
921,0.00461,0.585246,1.51079
922,0.00462,0.568543,1.49409
923,0.00463,0.568543,1.44398
924,0.00464,0.568543,1.44398
925,0.00465,0.568543,1.44398
926,0.00466,0.568543,1.41057
927,0.00467,0.568543,1.39387
928,0.00468,0.568543,1.39387
929,0.00469,0.568543,1.37716
930,0.0047,0.568543,1.36046
931,0.00471,0.568543,1.36046
932,0.00472,0.568543,1.32705
933,0.00473,0.568543,1.31035
934,0.00474,0.568543,1.29364
935,0.00475,0.568543,1.29364
936,0.00476,0.568543,1.27694
937,0.00477,0.568543,1.27694
938,0.00478,0.568543,1.24353
939,0.00479,0.568543,1.21013
940,0.0048,0.568543,1.19342
941,0.00481,0.568543,1.17672
942,0.00482,0.568543,1.17672
943,0.00483,0.568543,1.16001
944,0.00484,0.568543,1.14331
945,0.00485,0.568543,1.14331
946,0.00486,0.568543,1.1099
947,0.00487,0.568543,1.0932
948,0.00488,0.568543,1.0765
949,0.00489,0.568543,1.0765
950,0.0049,0.551839,1.04309
951,0.00491,0.551839,1.02638
952,0.00492,0.551839,1.02638
953,0.00493,0.551839,1.02638
954,0.00494,0.551839,0.976274
955,0.00495,0.551839,0.95957
956,0.00496,0.551839,0.95957
957,0.00497,0.551839,0.95957
958,0.00498,0.551839,0.926163
959,0.00499,0.551839,0.926163
960,0.005,0.551839,0.909459
961,0.00501,0.551839,0.892755
962,0.00502,0.551839,0.876051
963,0.00503,0.551839,0.876051
964,0.00504,0.551839,0.842644
965,0.00505,0.551839,0.82594
966,0.00506,0.551839,0.809236
967,0.00507,0.551839,0.792533
968,0.00508,0.551839,0.792533
969,0.00509,0.551839,0.775829
970,0.0051,0.551839,0.775829
971,0.00511,0.551839,0.725718
972,0.00512,0.551839,0.709014
973,0.00513,0.551839,0.725718
974,0.00514,0.551839,0.69231
975,0.00515,0.551839,0.675607
976,0.00516,0.551839,0.658903
977,0.00517,0.551839,0.658903
978,0.00518,0.535135,0.625496
979,0.00519,0.535135,0.625496
980,0.0052,0.535135,0.625496
981,0.00521,0.535135,0.592088
982,0.00522,0.535135,0.575384
983,0.00523,0.535135,0.558681
984,0.00524,0.535135,0.558681
985,0.00525,0.535135,0.541977
986,0.00526,0.535135,0.541977
987,0.00527,0.535135,0.491866
988,0.00528,0.535135,0.491866
989,0.00529,0.535135,0.475162
990,0.0053,0.535135,0.475162
991,0.00531,0.535135,0.441755
992,0.00532,0.518431,0.425051
993,0.00533,0.518431,0.408347
994,0.00534,0.518431,0.408347
995,0.00535,0.518431,0.408347
996,0.00536,0.518431,0.37494
997,0.00537,0.518431,0.358236
998,0.00538,0.518431,0.358236
999,0.00539,0.518431,0.341532
1000,0.0054,0.518431,0.324829
1001,0.00541,0.518431,0.324829
1002,0.00542,0.518431,0.291421
1003,0.00543,0.501728,0.291421
1004,0.00544,0.501728,0.274717
1005,0.00545,0.501728,0.274717
1006,0.00546,0.501728,0.224606
1007,0.00547,0.501728,0.207903
1008,0.00548,0.501728,0.207903
1009,0.00549,0.501728,0.191199
1010,0.0055,0.485024,0.191199
1011,0.00551,0.485024,0.157791
1012,0.00552,0.485024,0.141088
1013,0.00553,0.485024,0.141088
1014,0.00554,0.485024,0.141088
1015,0.00555,0.485024,0.10768
1016,0.00556,0.485024,0.10768
1017,0.00557,0.46832,0.0909765
1018,0.00558,0.46832,0.0742728
1019,0.00559,0.46832,0.0742728
1020,0.0056,0.46832,0.057569
1021,0.00561,0.451617,0.0408653
1022,0.00562,0.451617,0.0408653
1023,0.00563,0.451617,0.0241616
1024,0.00564,0.434913,0.0241616
1025,0.00565,0.434913,-0.00924586
1026,0.00566,0.434913,-0.00924586
1027,0.00567,0.401505,-0.0259496
1028,0.00568,0.401505,-0.0259496
1029,0.00569,0.384802,-0.0426533
1030,0.0057,0.384802,-0.0426533
1031,0.00571,0.384802,-0.0426533
1032,0.00572,0.351394,-0.059357
1033,0.00573,0.351394,-0.059357
1034,0.00574,0.334691,-0.059357
1035,0.00575,0.317987,-0.059357
1036,0.00576,0.301283,-0.059357
1037,0.00577,0.301283,-0.059357
1038,0.00578,0.284579,-0.059357
1039,0.00579,0.267876,-0.059357
1040,0.0058,0.251172,-0.059357
1041,0.00581,0.234468,-0.0760607
1042,0.00582,0.217764,-0.059357
1043,0.00583,0.201061,-0.059357
1044,0.00584,0.167653,-0.059357
1045,0.00585,0.15095,-0.059357
1046,0.00586,0.134246,-0.0760607
1047,0.00587,0.117542,-0.059357
1048,0.00588,0.100838,-0.059357
1049,0.00589,0.0841347,-0.059357
1050,0.0059,0.0841347,-0.059357
1051,0.00591,0.067431,-0.059357
1052,0.00592,0.0507273,-0.059357
1053,0.00593,0.0340235,-0.059357
1054,0.00594,0.0173198,-0.059357
1055,0.00595,0.000616087,-0.0760607
1056,0.00596,-0.0494951,-0.059357
1057,0.00597,-0.0494951,-0.059357
1058,0.00598,-0.0661988,-0.059357
1059,0.00599,-0.0829025,-0.059357
1060,0.006,-0.0996062,-0.059357
1061,0.00601,-0.11631,-0.0760607
1062,0.00602,-0.133014,-0.0760607
1063,0.00603,-0.149717,-0.059357
1064,0.00604,-0.166421,-0.0760607
1065,0.00605,-0.166421,-0.0760607
1066,0.00606,-0.183125,-0.0760607
1067,0.00607,-0.199829,-0.0760607
1068,0.00608,-0.216532,-0.0760607
1069,0.00609,-0.233236,-0.0760607
1070,0.0061,-0.24994,-0.0760607
1071,0.00611,-0.283347,-0.0760607
1072,0.00612,-0.316755,-0.0760607
1073,0.00613,-0.316755,-0.0760607
1074,0.00614,-0.333458,-0.0760607
1075,0.00615,-0.350162,-0.0760607
1076,0.00616,-0.366866,-0.0760607
1077,0.00617,-0.366866,-0.059357
1078,0.00618,-0.38357,-0.059357
1079,0.00619,-0.416977,-0.059357
1080,0.0062,-0.416977,-0.059357
1081,0.00621,-0.416977,-0.059357
1082,0.00622,-0.467088,-0.059357
1083,0.00623,-0.467088,-0.059357
1084,0.00624,-0.500496,-0.059357
1085,0.00625,-0.517199,-0.0760607
1086,0.00626,-0.533903,-0.059357
1087,0.00627,-0.550607,-0.059357
1088,0.00628,-0.56731,-0.059357
1089,0.00629,-0.56731,-0.0760607
1090,0.0063,-0.584014,-0.0760607
1091,0.00631,-0.600718,-0.0760607
1092,0.00632,-0.617422,-0.0760607
1093,0.00633,-0.650829,-0.059357
1094,0.00634,-0.650829,-0.059357
1095,0.00635,-0.667533,-0.059357
1096,0.00636,-0.684236,-0.0760607
1097,0.00637,-0.70094,-0.0760607
1098,0.00638,-0.734348,-0.0760607
1099,0.00639,-0.751051,-0.0760607
1100,0.0064,-0.751051,-0.059357
1101,0.00641,-0.767755,-0.059357
1102,0.00642,-0.784459,-0.059357
1103,0.00643,-0.801163,-0.059357
1104,0.00644,-0.817866,-0.059357
1105,0.00645,-0.851274,-0.0760607
1106,0.00646,-0.851274,-0.0760607
1107,0.00647,-0.867977,-0.059357
1108,0.00648,-0.884681,-0.0927645
1109,0.00649,-0.901385,-0.059357
1110,0.0065,-0.901385,-0.0760607
1111,0.00651,-0.918089,-0.059357
1112,0.00652,-0.9682,-0.0760607
1113,0.00653,-0.9682,-0.0760607
1114,0.00654,-0.984903,-0.059357
1115,0.00655,-1.01831,-0.059357
1116,0.00656,-1.00161,-0.059357
1117,0.00657,-1.05172,-0.0760607
1118,0.00658,-1.05172,-0.0760607
1119,0.00659,-1.06842,-0.0760607
1120,0.0066,-1.08513,-0.0760607
1121,0.00661,-1.10183,-0.0760607
1122,0.00662,-1.11853,-0.0760607
1123,0.00663,-1.11853,-0.0760607
1124,0.00664,-1.13524,-0.059357
1125,0.00665,-1.15194,-0.059357
1126,0.00666,-1.18535,-0.0760607
1127,0.00667,-1.21876,-0.0760607
1128,0.00668,-1.21876,-0.0760607
1129,0.00669,-1.23546,-0.0760607
1130,0.0067,-1.25216,-0.059357
1131,0.00671,-1.26887,-0.059357
1132,0.00672,-1.28557,-0.059357
1133,0.00673,-1.30227,-0.0760607
1134,0.00674,-1.31898,-0.0760607
1135,0.00675,-1.31898,-0.0760607
1136,0.00676,-1.33568,-0.0760607
1137,0.00677,-1.35239,-0.0760607
1138,0.00678,-1.4025,-0.0760607
1139,0.00679,-1.4025,-0.059357
1140,0.0068,-1.4192,-0.059357
1141,0.00681,-1.4359,-0.059357
1142,0.00682,-1.45261,-0.059357
1143,0.00683,-1.45261,-0.059357
1144,0.00684,-1.46931,-0.059357
1145,0.00685,-1.48602,-0.059357
1146,0.00686,-1.50272,-0.059357
1147,0.00687,-1.51942,-0.059357
1148,0.00688,-1.53613,-0.059357
1149,0.00689,-1.55283,-0.0760607
1150,0.0069,-1.58624,-0.0760607
1151,0.00691,-1.58624,-0.0760607
1152,0.00692,-1.60294,-0.0760607
1153,0.00693,-1.63635,-0.059357
1154,0.00694,-1.63635,-0.059357
1155,0.00695,-1.66976,-0.059357
1156,0.00696,-1.68646,-0.059357
1157,0.00697,-1.68646,-0.059357
1158,0.00698,-1.70316,-0.059357
1159,0.00699,-1.71987,-0.059357
1160,0.007,-1.73657,-0.059357
1161,0.00701,-1.75327,-0.059357
1162,0.00702,-1.76998,-0.0760607
1163,0.00703,-1.80339,-0.0760607
1164,0.00704,-1.80339,-0.0760607
1165,0.00705,-1.82009,-0.0760607
1166,0.00706,-1.8535,-0.0760607
1167,0.00707,-1.8702,-0.0760607
1168,0.00708,-1.8869,-0.0760607
1169,0.00709,-1.8869,-0.0760607
1170,0.0071,-1.92031,-0.059357
1171,0.00711,-1.92031,-0.059357
1172,0.00712,-1.93702,-0.059357
1173,0.00713,-1.93702,-0.059357
1174,0.00714,-1.97042,-0.059357
1175,0.00715,-1.97042,-0.059357
1176,0.00716,-2.00383,-0.059357
1177,0.00717,-2.02053,-0.059357
1178,0.00718,-2.03724,-0.059357
1179,0.00719,-2.07065,-0.059357
1180,0.0072,-2.08735,-0.0760607
1181,0.00721,-2.10405,-0.059357
1182,0.00722,-2.12076,-0.0760607
1183,0.00723,-2.12076,-0.059357
1184,0.00724,-2.13746,-0.059357
1185,0.00725,-2.13746,-0.059357
1186,0.00726,-2.17087,-0.059357
1187,0.00727,-2.18757,-0.059357
1188,0.00728,-2.20428,-0.059357
1189,0.00729,-2.22098,-0.059357
1190,0.0073,-2.23768,-0.059357
1191,0.00731,-2.25439,-0.0760607
1192,0.00732,-2.25439,-0.059357
1193,0.00733,-2.27109,-0.059357
1194,0.00734,-2.3045,-0.059357
1195,0.00735,-2.3212,-0.059357
1196,0.00736,-2.3379,-0.059357
1197,0.00737,-2.35461,-0.059357
1198,0.00738,-2.37131,-0.0760607
1199,0.00739,-2.37131,-0.059357
1200,0.0074,-2.40472,-0.059357
1201,0.00741,-2.42142,-0.059357
1202,0.00742,-2.43813,-0.059357
1203,0.00743,-2.45483,-0.059357
1204,0.00744,-2.45483,-0.059357
1205,0.00745,-2.47153,-0.059357
1206,0.00746,-2.48824,-0.059357
1207,0.00747,-2.52165,-0.059357
1208,0.00748,-2.53835,-0.059357
1209,0.00749,-2.55505,-0.0927645
1210,0.0075,-2.57176,-0.0426533
1211,0.00751,-2.57176,-0.0760607
1212,0.00752,-2.60516,-0.0760607
1213,0.00753,-2.62187,-0.059357
1214,0.00754,-2.63857,-0.059357
1215,0.00755,-2.65528,-0.059357
1216,0.00756,-2.65528,-0.059357
1217,0.00757,-2.67198,-0.059357
1218,0.00758,-2.68868,-0.059357
1219,0.00759,-2.70539,-0.0760607
1220,0.0076,-2.72209,-0.059357
1221,0.00761,-2.7555,-0.059357
1222,0.00762,-2.7722,-0.059357
1223,0.00763,-2.7722,-0.059357
1224,0.00764,-2.80561,-0.059357
1225,0.00765,-2.82231,-0.059357
1226,0.00766,-2.83902,-0.059357
1227,0.00767,-2.85572,-0.059357
1228,0.00768,-2.85572,-0.059357
1229,0.00769,-2.87242,-0.059357
1230,0.0077,-2.88913,-0.059357
1231,0.00771,-2.90583,-0.059357
1232,0.00772,-2.92254,-0.059357
1233,0.00773,-2.93924,-0.059357
1234,0.00774,-2.97265,-0.059357
1235,0.00775,-2.98935,-0.059357
1236,0.00776,-2.98935,-0.059357
1237,0.00777,-3.02276,-0.059357
1238,0.00778,-3.03946,-0.0760607
1239,0.00779,-3.05616,-0.0426533
1240,0.0078,-3.07287,-0.0760607
1241,0.00781,-3.08957,-0.059357
1242,0.00782,-3.10628,-0.059357
1243,0.00783,-3.10628,-0.059357
1244,0.00784,-3.12298,-0.059357
1245,0.00785,-3.13968,-0.059357
1246,0.00786,-3.15639,-0.059357
1247,0.00787,-3.15639,-0.059357
1248,0.00788,-3.2065,-0.059357
1249,0.00789,-3.2232,-0.059357
1250,0.0079,-3.23991,-0.059357
1251,0.00791,-3.25661,-0.059357
1252,0.00792,-3.27331,-0.059357
1253,0.00793,-3.29002,-0.059357
1254,0.00794,-3.30672,-0.059357
1255,0.00795,-3.32342,-0.059357
1256,0.00796,-3.34013,-0.059357
1257,0.00797,-3.34013,-0.059357
1258,0.00798,-3.35683,-0.059357
1259,0.00799,-3.37354,-0.059357
1260,0.008,-3.39024,-0.059357
1261,0.00801,-3.42365,-0.059357
1262,0.00802,-3.44035,-0.059357
1263,0.00803,-3.45705,-0.059357
1264,0.00804,-3.47376,-0.059357
1265,0.00805,-3.49046,-0.059357
1266,0.00806,-3.50717,-0.0927645
1267,0.00807,-3.52387,-0.059357
1268,0.00808,-3.54057,-0.0760607
1269,0.00809,-3.55728,-0.059357
1270,0.0081,-3.57398,-0.059357
1271,0.00811,-3.59068,-0.059357
1272,0.00812,-3.59068,-0.059357
1273,0.00813,-3.60739,-0.0760607
1274,0.00814,-3.62409,-0.059357
1275,0.00815,-3.6575,-0.0760607
1276,0.00816,-3.6742,-0.0760607
1277,0.00817,-3.69091,-0.0760607
1278,0.00818,-3.72431,-0.0426533
1279,0.00819,-3.72431,-0.0927645
1280,0.0082,-3.74102,-0.059357
1281,0.00821,-3.74102,-0.059357
1282,0.00822,-3.75772,-0.059357
1283,0.00823,-3.77443,-0.059357
1284,0.00824,-3.79113,-0.059357
1285,0.00825,-3.80783,-0.059357
1286,0.00826,-3.82454,-0.059357
1287,0.00827,-3.84124,-0.059357
1288,0.00828,-3.87465,-0.059357
1289,0.00829,-3.89135,-0.0760607
1290,0.0083,-3.90805,-0.0760607
1291,0.00831,-3.92476,-0.0426533
1292,0.00832,-3.94146,-0.0760607
1293,0.00833,-3.97487,-0.0760607
1294,0.00834,-3.97487,-0.0760607
1295,0.00835,-3.99157,-0.0760607
1296,0.00836,-4.00828,-0.0760607
1297,0.00837,-4.02498,-0.0760607
1298,0.00838,-4.02498,-0.059357
1299,0.00839,-4.04168,-0.059357
1300,0.0084,-4.05839,-0.059357
1301,0.00841,-4.1085,-0.059357
1302,0.00842,-4.1085,-0.059357
1303,0.00843,-4.1252,-0.059357
1304,0.00844,-4.14191,-0.059357
1305,0.00845,-4.15861,-0.059357
1306,0.00846,-4.17531,-0.059357
1307,0.00847,-4.17531,-0.059357
1308,0.00848,-4.17531,-0.059357
1309,0.00849,-4.17531,-0.059357
1310,0.0085,-4.15861,-0.059357
1311,0.00851,-4.14191,-0.0760607
1312,0.00852,-4.1252,-0.0760607
1313,0.00853,-4.1085,-0.0760607
1314,0.00854,-4.07509,-0.059357
1315,0.00855,-4.05839,-0.059357
1316,0.00856,-4.04168,-0.059357
1317,0.00857,-4.02498,-0.059357
1318,0.00858,-4.00828,-0.059357
1319,0.00859,-4.00828,-0.059357
1320,0.0086,-3.97487,-0.059357
1321,0.00861,-3.95817,-0.059357
1322,0.00862,-3.94146,-0.059357
1323,0.00863,-3.92476,-0.059357
1324,0.00864,-3.90805,-0.059357
1325,0.00865,-3.90805,-0.0760607
1326,0.00866,-3.89135,-0.0760607
1327,0.00867,-3.87465,-0.059357
1328,0.00868,-3.87465,-0.059357
1329,0.00869,-3.82454,-0.059357
1330,0.0087,-3.79113,-0.059357
1331,0.00871,-3.80783,-0.059357
1332,0.00872,-3.77443,-0.0760607
1333,0.00873,-3.75772,-0.0760607
1334,0.00874,-3.74102,-0.059357
1335,0.00875,-3.72431,-0.059357
1336,0.00876,-3.70761,-0.059357
1337,0.00877,-3.69091,-0.059357
1338,0.00878,-3.6742,-0.059357
1339,0.00879,-3.6742,-0.059357
1340,0.0088,-3.62409,-0.059357
1341,0.00881,-3.60739,-0.059357
1342,0.00882,-3.60739,-0.059357
1343,0.00883,-3.59068,-0.059357
1344,0.00884,-3.57398,-0.059357
1345,0.00885,-3.55728,-0.059357
1346,0.00886,-3.54057,-0.0760607
1347,0.00887,-3.52387,-0.0760607
1348,0.00888,-3.50717,-0.0760607
1349,0.00889,-3.50717,-0.0760607
1350,0.0089,-3.49046,-0.059357
1351,0.00891,-3.45705,-0.059357
1352,0.00892,-3.44035,-0.059357
1353,0.00893,-3.44035,-0.0760607
1354,0.00894,-3.42365,-0.059357
1355,0.00895,-3.39024,-0.059357
1356,0.00896,-3.37354,-0.0760607
1357,0.00897,-3.34013,-0.0760607
1358,0.00898,-3.35683,-0.0760607
1359,0.00899,-3.32342,-0.059357
1360,0.009,-3.30672,-0.059357
1361,0.00901,-3.29002,-0.0760607
1362,0.00902,-3.27331,-0.0760607
1363,0.00903,-3.25661,-0.0760607
1364,0.00904,-3.25661,-0.0760607
1365,0.00905,-3.23991,-0.059357
1366,0.00906,-3.2065,-0.059357
1367,0.00907,-3.2065,-0.0927645
1368,0.00908,-3.17309,-0.059357
1369,0.00909,-3.15639,-0.059357
1370,0.0091,-3.12298,-0.059357
1371,0.00911,-3.13968,-0.0760607
1372,0.00912,-3.10628,-0.059357
1373,0.00913,-3.07287,-0.059357
1374,0.00914,-3.07287,-0.059357
1375,0.00915,-3.05616,-0.059357
1376,0.00916,-3.03946,-0.059357
1377,0.00917,-3.02276,-0.059357
1378,0.00918,-3.00605,-0.059357
1379,0.00919,-3.00605,-0.059357
1380,0.0092,-2.98935,-0.059357
1381,0.00921,-2.97265,-0.0760607
1382,0.00922,-2.93924,-0.059357
1383,0.00923,-2.92254,-0.059357
1384,0.00924,-2.88913,-0.059357
1385,0.00925,-2.88913,-0.0760607
1386,0.00926,-2.87242,-0.0760607
1387,0.00927,-2.87242,-0.0760607
1388,0.00928,-2.85572,-0.0760607
1389,0.00929,-2.83902,-0.0760607
1390,0.0093,-2.82231,-0.0760607
1391,0.00931,-2.80561,-0.0760607
1392,0.00932,-2.78891,-0.059357
1393,0.00933,-2.7722,-0.059357
1394,0.00934,-2.7555,-0.059357
1395,0.00935,-2.72209,-0.059357
1396,0.00936,-2.70539,-0.059357
1397,0.00937,-2.67198,-0.059357
1398,0.00938,-2.67198,-0.059357
1399,0.00939,-2.65528,-0.059357
1400,0.0094,-2.63857,-0.059357
1401,0.00941,-2.63857,-0.0760607
1402,0.00942,-2.62187,-0.0760607
1403,0.00943,-2.60516,-0.0760607
1404,0.00944,-2.58846,-0.0760607
1405,0.00945,-2.57176,-0.0760607
1406,0.00946,-2.55505,-0.059357
1407,0.00947,-2.52165,-0.059357
1408,0.00948,-2.52165,-0.059357
1409,0.00949,-2.48824,-0.059357
1410,0.0095,-2.47153,-0.059357
1411,0.00951,-2.45483,-0.059357
1412,0.00952,-2.43813,-0.059357
1413,0.00953,-2.42142,-0.059357
1414,0.00954,-2.40472,-0.059357
1415,0.00955,-2.38802,-0.059357
1416,0.00956,-2.38802,-0.059357
1417,0.00957,-2.37131,-0.0760607
1418,0.00958,-2.35461,-0.0760607
1419,0.00959,-2.3379,-0.059357
1420,0.0096,-2.3212,-0.059357
1421,0.00961,-2.3045,-0.059357
1422,0.00962,-2.27109,-0.059357
1423,0.00963,-2.25439,-0.059357
