;Scopy version,f4beeb1
;Exported on,Freitag August 30/08/2024
;Device,M2K
;Nr of samples,1600
;Sample rate,100000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V),CH2(V)
687,0.0024,0.633001,1.5609
688,0.00241,0.636176,1.57761
689,0.00242,0.634588,1.59431
690,0.00243,0.634588,1.62772
691,0.00244,0.636176,1.61102
692,0.00245,0.636176,1.62772
693,0.00246,0.636176,1.64442
694,0.00247,0.636176,1.66113
695,0.00248,0.637763,1.67783
696,0.00249,0.637763,1.72794
697,0.0025,0.637763,1.74464
698,0.00251,0.637763,1.76135
699,0.00252,0.640937,1.76135
700,0.00253,0.63935,1.77805
701,0.00254,0.63935,1.77805
702,0.00255,0.63935,1.81146
703,0.00256,0.642524,1.81146
704,0.00257,0.640937,1.82816
705,0.00258,0.640937,1.84487
706,0.00259,0.640937,1.84487
707,0.0026,0.644111,1.87827
708,0.00261,0.642524,1.87827
709,0.00262,0.642524,1.91168
710,0.00263,0.642524,1.92839
711,0.00264,0.642524,1.92839
712,0.00265,0.642524,1.92839
713,0.00266,0.647285,1.96179
714,0.00267,0.644111,1.9952
715,0.00268,0.644111,1.9952
716,0.00269,0.644111,1.9952
717,0.0027,0.644111,2.02861
718,0.00271,0.648872,2.04531
719,0.00272,0.647285,2.06202
720,0.00273,0.647285,2.09542
721,0.00274,0.650459,2.09542
722,0.00275,0.648872,2.11213
723,0.00276,0.648872,2.11213
724,0.00277,0.648872,2.14553
725,0.00278,0.650459,2.16224
726,0.00279,0.650459,2.16224
727,0.0028,0.650459,2.17894
728,0.00281,0.650459,2.17894
729,0.00282,0.650459,2.21235
730,0.00283,0.650459,2.21235
731,0.00284,0.650459,2.24576
732,0.00285,0.653633,2.26246
733,0.00286,0.652046,2.27916
734,0.00287,0.652046,2.29587
735,0.00288,0.652046,2.31257
736,0.00289,0.65522,2.32928
737,0.0029,0.653633,2.34598
738,0.00291,0.653633,2.34598
739,0.00292,0.653633,2.37939
740,0.00293,0.653633,2.39609
741,0.00294,0.656807,2.41279
742,0.00295,0.65522,2.41279
743,0.00296,0.65522,2.41279
744,0.00297,0.65522,2.4462
745,0.00298,0.65522,2.4629
746,0.00299,0.65522,2.49631
747,0.003,0.658394,2.51302
748,0.00301,0.656807,2.51302
749,0.00302,0.656807,2.52972
750,0.00303,0.656807,2.52972
751,0.00304,0.656807,2.56313
752,0.00305,0.656807,2.57983
753,0.00306,0.659981,2.59653
754,0.00307,0.658394,2.59653
755,0.00308,0.658394,2.61324
756,0.00309,0.658394,2.62994
757,0.0031,0.658394,2.62994
758,0.00311,0.658394,2.66335
759,0.00312,0.659981,2.68005
760,0.00313,0.659981,2.71346
761,0.00314,0.659981,2.69676
762,0.00315,0.659981,2.74687
763,0.00316,0.659981,2.74687
764,0.00317,0.659981,2.74687
765,0.00318,0.663155,2.78028
766,0.00319,0.661568,2.79698
767,0.0032,0.661568,2.79698
768,0.00321,0.661568,2.81368
769,0.00322,0.661568,2.83039
770,0.00323,0.661568,2.83039
771,0.00324,0.663155,2.86379
772,0.00325,0.663155,2.86379
773,0.00326,0.663155,2.8805
774,0.00327,0.663155,2.8972
775,0.00328,0.663155,2.91391
776,0.00329,0.663155,2.93061
777,0.0033,0.664742,2.94731
778,0.00331,0.664742,2.96402
779,0.00332,0.664742,2.96402
780,0.00333,0.664742,3.01413
781,0.00334,0.664742,3.03083
782,0.00335,0.664742,3.04754
783,0.00336,0.669504,3.06424
784,0.00337,0.666329,3.06424
785,0.00338,0.666329,3.08094
786,0.00339,0.666329,3.08094
787,0.0034,0.666329,3.11435
788,0.00341,0.666329,3.13105
789,0.00342,0.666329,3.14776
790,0.00343,0.669504,3.14776
791,0.00344,0.669504,3.16446
792,0.00345,0.669504,3.18116
793,0.00346,0.669504,3.18116
794,0.00347,0.669504,3.21457
795,0.00348,0.669504,3.24798
796,0.00349,0.669504,3.24798
797,0.0035,0.669504,3.21457
798,0.00351,0.669504,3.19787
799,0.00352,0.669504,3.18116
800,0.00353,0.669504,3.16446
801,0.00354,0.669504,3.14776
802,0.00355,0.666329,3.14776
803,0.00356,0.666329,3.13105
804,0.00357,0.666329,3.11435
805,0.00358,0.666329,3.09765
806,0.00359,0.666329,3.06424
807,0.0036,0.666329,3.06424
808,0.00361,0.666329,3.04754
809,0.00362,0.664742,3.04754
810,0.00363,0.664742,3.03083
811,0.00364,0.664742,2.99742
812,0.00365,0.664742,2.96402
813,0.00366,0.664742,2.96402
814,0.00367,0.664742,2.93061
815,0.00368,0.663155,2.93061
816,0.00369,0.663155,2.91391
817,0.0037,0.663155,2.91391
818,0.00371,0.663155,2.8805
819,0.00372,0.663155,2.8805
820,0.00373,0.663155,2.86379
821,0.00374,0.664742,2.84709
822,0.00375,0.661568,2.83039
823,0.00376,0.661568,2.83039
824,0.00377,0.661568,2.81368
825,0.00378,0.661568,2.79698
826,0.00379,0.663155,2.78028
827,0.0038,0.661568,2.74687
828,0.00381,0.659981,2.74687
829,0.00382,0.659981,2.71346
830,0.00383,0.659981,2.69676
831,0.00384,0.661568,2.69676
832,0.00385,0.658394,2.64665
833,0.00386,0.658394,2.64665
834,0.00387,0.658394,2.64665
835,0.00388,0.658394,2.62994
836,0.00389,0.658394,2.61324
837,0.0039,0.658394,2.61324
838,0.00391,0.659981,2.59653
839,0.00392,0.656807,2.56313
840,0.00393,0.656807,2.57983
841,0.00394,0.656807,2.52972
842,0.00395,0.656807,2.52972
843,0.00396,0.656807,2.52972
844,0.00397,0.656807,2.51302
845,0.00398,0.656807,2.4629
846,0.00399,0.65522,2.4629
847,0.004,0.65522,2.4462
848,0.00401,0.65522,2.4462
849,0.00402,0.65522,2.4295
850,0.00403,0.65522,2.41279
851,0.00404,0.65522,2.39609
852,0.00405,0.653633,2.37939
853,0.00406,0.653633,2.36268
854,0.00407,0.65522,2.34598
855,0.00408,0.652046,2.32928
856,0.00409,0.652046,2.29587
857,0.0041,0.652046,2.29587
858,0.00411,0.652046,2.27916
859,0.00412,0.653633,2.26246
860,0.00413,0.650459,2.24576
861,0.00414,0.650459,2.24576
862,0.00415,0.650459,2.19565
863,0.00416,0.650459,2.19565
864,0.00417,0.650459,2.17894
865,0.00418,0.650459,2.17894
866,0.00419,0.652046,2.16224
867,0.0042,0.648872,2.12883
868,0.00421,0.648872,2.12883
869,0.00422,0.648872,2.11213
870,0.00423,0.648872,2.09542
871,0.00424,0.648872,2.07872
872,0.00425,0.647285,2.06202
873,0.00426,0.647285,2.04531
874,0.00427,0.647285,2.02861
875,0.00428,0.647285,2.02861
876,0.00429,0.644111,1.9952
877,0.0043,0.644111,1.9952
878,0.00431,0.644111,1.96179
879,0.00432,0.647285,1.96179
880,0.00433,0.642524,1.94509
881,0.00434,0.642524,1.92839
882,0.00435,0.642524,1.91168
883,0.00436,0.642524,1.87827
884,0.00437,0.642524,1.87827
885,0.00438,0.640937,1.86157
886,0.00439,0.640937,1.84487
887,0.0044,0.640937,1.84487
888,0.00441,0.642524,1.81146
889,0.00442,0.63935,1.81146
890,0.00443,0.63935,1.79476
891,0.00444,0.63935,1.79476
892,0.00445,0.640937,1.77805
893,0.00446,0.637763,1.76135
894,0.00447,0.637763,1.74464
895,0.00448,0.637763,1.72794
896,0.00449,0.637763,1.67783
897,0.0045,0.636176,1.66113
898,0.00451,0.636176,1.64442
899,0.00452,0.636176,1.64442
900,0.00453,0.636176,1.62772
901,0.00454,0.634588,1.62772
902,0.00455,0.634588,1.59431
903,0.00456,0.636176,1.57761
904,0.00457,0.633001,1.5609
905,0.00458,0.633001,1.5609
906,0.00459,0.633001,1.5442
907,0.0046,0.634588,1.5442
908,0.00461,0.631414,1.51079
909,0.00462,0.631414,1.49409
910,0.00463,0.631414,1.47739
911,0.00464,0.631414,1.44398
912,0.00465,0.629827,1.44398
913,0.00466,0.629827,1.44398
914,0.00467,0.629827,1.41057
915,0.00468,0.629827,1.39387
916,0.00469,0.62824,1.39387
917,0.0047,0.62824,1.37716
918,0.00471,0.62824,1.36046
919,0.00472,0.626653,1.36046
920,0.00473,0.626653,1.32705
921,0.00474,0.626653,1.31035
922,0.00475,0.625066,1.29364
923,0.00476,0.625066,1.29364
924,0.00477,0.626653,1.27694
925,0.00478,0.621892,1.26024
926,0.00479,0.621892,1.26024
927,0.0048,0.621892,1.19342
928,0.00481,0.620305,1.19342
929,0.00482,0.620305,1.17672
930,0.00483,0.620305,1.17672
931,0.00484,0.618718,1.12661
932,0.00485,0.618718,1.14331
933,0.00486,0.620305,1.12661
934,0.00487,0.617131,1.1099
935,0.00488,0.617131,1.1099
936,0.00489,0.618718,1.0932
937,0.0049,0.615544,1.0765
938,0.00491,0.617131,1.05979
939,0.00492,0.613957,1.04309
940,0.00493,0.615544,1.02638
941,0.00494,0.61237,1.00968
942,0.00495,0.61237,1.00968
943,0.00496,0.61237,0.976274
944,0.00497,0.610783,0.942866
945,0.00498,0.61237,0.926163
946,0.00499,0.609196,0.926163
947,0.005,0.609196,0.926163
948,0.00501,0.609196,0.892755
949,0.00502,0.607609,0.876051
950,0.00503,0.607609,0.859348
951,0.00504,0.606022,0.859348
952,0.00505,0.606022,0.842644
953,0.00506,0.604435,0.82594
954,0.00507,0.604435,0.82594
955,0.00508,0.602848,0.792533
956,0.00509,0.602848,0.775829
957,0.0051,0.601261,0.775829
958,0.00511,0.601261,0.775829
959,0.00512,0.601261,0.742422
960,0.00513,0.601261,0.725718
961,0.00514,0.596499,0.69231
962,0.00515,0.596499,0.69231
963,0.00516,0.594912,0.675607
964,0.00517,0.594912,0.675607
965,0.00518,0.594912,0.642199
966,0.00519,0.591738,0.625496
967,0.0052,0.591738,0.608792
968,0.00521,0.590151,0.608792
969,0.00522,0.590151,0.608792
970,0.00523,0.588564,0.575384
971,0.00524,0.586977,0.558681
972,0.00525,0.586977,0.541977
973,0.00526,0.586977,0.525273
974,0.00527,0.583803,0.525273
975,0.00528,0.583803,0.508569
976,0.00529,0.583803,0.508569
977,0.0053,0.580629,0.475162
978,0.00531,0.579042,0.475162
979,0.00532,0.579042,0.441755
980,0.00533,0.579042,0.441755
981,0.00534,0.574281,0.408347
982,0.00535,0.572694,0.408347
983,0.00536,0.571107,0.408347
984,0.00537,0.571107,0.37494
985,0.00538,0.56952,0.358236
986,0.00539,0.567933,0.358236
987,0.0054,0.566346,0.341532
988,0.00541,0.564758,0.324829
989,0.00542,0.563171,0.308125
990,0.00543,0.559997,0.308125
991,0.00544,0.559997,0.291421
992,0.00545,0.556823,0.274717
993,0.00546,0.553649,0.274717
994,0.00547,0.550475,0.24131
995,0.00548,0.550475,0.224606
996,0.00549,0.547301,0.224606
997,0.0055,0.544127,0.191199
998,0.00551,0.54254,0.191199
999,0.00552,0.539366,0.157791
1000,0.00553,0.536192,0.141088
1001,0.00554,0.536192,0.141088
1002,0.00555,0.529843,0.141088
1003,0.00556,0.526669,0.10768
1004,0.00557,0.523495,0.0909765
1005,0.00558,0.521908,0.0909765
1006,0.00559,0.51556,0.0742728
1007,0.0056,0.512386,0.0742728
1008,0.00561,0.507625,0.0742728
1009,0.00562,0.502864,0.0408653
1010,0.00563,0.498103,0.0408653
1011,0.00564,0.493341,0.0241616
1012,0.00565,0.485406,0.0241616
1013,0.00566,0.479058,0.00745786
1014,0.00567,0.47271,0.00745786
1015,0.00568,0.463187,-0.00924586
1016,0.00569,0.456839,-0.00924586
1017,0.0057,0.44573,-0.00924586
1018,0.00571,0.434621,-0.0259496
1019,0.00572,0.425098,-0.0259496
1020,0.00573,0.412402,-0.0259496
1021,0.00574,0.399706,-0.0259496
1022,0.00575,0.383835,-0.0426533
1023,0.00576,0.369552,-0.0426533
1024,0.00577,0.356855,-0.0927645
1025,0.00578,0.342572,-0.0426533
1026,0.00579,0.323527,-0.0426533
1027,0.0058,0.310831,-0.0426533
1028,0.00581,0.291786,-0.0426533
1029,0.00582,0.277503,-0.0760607
1030,0.00583,0.260046,-0.0760607
1031,0.00584,0.244175,-0.0426533
1032,0.00585,0.229892,-0.0426533
1033,0.00586,0.212434,-0.0426533
1034,0.00587,0.196564,-0.0426533
1035,0.00588,0.179106,-0.0426533
1036,0.00589,0.161649,-0.0760607
1037,0.0059,0.147365,-0.0426533
1038,0.00591,0.129908,-0.0760607
1039,0.00592,0.115624,-0.0426533
1040,0.00593,0.0965798,-0.0426533
1041,0.00594,0.0791223,-0.0426533
1042,0.00595,0.0648389,-0.0760607
1043,0.00596,0.0473814,-0.0426533
1044,0.00597,0.0299239,-0.0426533
1045,0.00598,0.0124663,-0.0426533
1046,0.00599,-0.00340412,-0.0426533
1047,0.006,-0.0192746,-0.0760607
1048,0.00601,-0.0383191,-0.0426533
1049,0.00602,-0.0510155,-0.0426533
1050,0.00603,-0.068473,-0.0426533
1051,0.00604,-0.0859305,-0.0426533
1052,0.00605,-0.101801,-0.0426533
1053,0.00606,-0.117671,-0.0426533
1054,0.00607,-0.136716,-0.0426533
1055,0.00608,-0.150999,-0.0426533
1056,0.00609,-0.170044,-0.0426533
1057,0.0061,-0.18274,-0.0426533
1058,0.00611,-0.201785,-0.0426533
1059,0.00612,-0.219242,-0.0760607
1060,0.00613,-0.235113,-0.0760607
1061,0.00614,-0.250983,-0.0760607
1062,0.00615,-0.268441,-0.0760607
1063,0.00616,-0.284311,-0.0760607
1064,0.00617,-0.300182,-0.0760607
1065,0.00618,-0.317639,-0.0760607
1066,0.00619,-0.33351,-0.0760607
1067,0.0062,-0.350967,-0.0426533
1068,0.00621,-0.370012,-0.0426533
1069,0.00622,-0.382708,-0.0426533
1070,0.00623,-0.400166,-0.0426533
1071,0.00624,-0.417623,-0.0426533
1072,0.00625,-0.435081,-0.0426533
1073,0.00626,-0.449364,-0.0426533
1074,0.00627,-0.466822,-0.0426533
1075,0.00628,-0.484279,-0.0426533
1076,0.00629,-0.501737,-0.0426533
1077,0.0063,-0.51602,-0.0426533
1078,0.00631,-0.535065,-0.0426533
1079,0.00632,-0.550935,-0.0426533
1080,0.00633,-0.566806,-0.0426533
1081,0.00634,-0.584263,-0.0760607
1082,0.00635,-0.601721,-0.0760607
1083,0.00636,-0.614417,-0.0760607
1084,0.00637,-0.633462,-0.0760607
1085,0.00638,-0.649332,-0.0760607
1086,0.00639,-0.666789,-0.0426533
1087,0.0064,-0.681073,-0.0426533
1088,0.00641,-0.69853,-0.0426533
1089,0.00642,-0.715988,-0.0426533
1090,0.00643,-0.733445,-0.0426533
1091,0.00644,-0.747729,-0.0426533
1092,0.00645,-0.765186,-0.0426533
1093,0.00646,-0.782644,-0.0760607
1094,0.00647,-0.800101,-0.0760607
1095,0.00648,-0.815972,-0.0760607
1096,0.00649,-0.833429,-0.0426533
1097,0.0065,-0.8493,-0.0426533
1098,0.00651,-0.866757,-0.0426533
1099,0.00652,-0.882628,-0.0426533
1100,0.00653,-0.900085,-0.0426533
1101,0.00654,-0.915956,-0.0426533
1102,0.00655,-0.933413,-0.0426533
1103,0.00656,-0.949284,-0.0426533
1104,0.00657,-0.966741,-0.0426533
1105,0.00658,-0.982612,-0.0426533
1106,0.00659,-0.998482,-0.0426533
1107,0.0066,-1.01435,-0.0426533
1108,0.00661,-1.03181,-0.0426533
1109,0.00662,-1.04768,-0.0426533
1110,0.00663,-1.06514,-0.0426533
1111,0.00664,-1.08101,-0.0760607
1112,0.00665,-1.09847,-0.0760607
1113,0.00666,-1.11592,-0.0760607
1114,0.00667,-1.13179,-0.0760607
1115,0.00668,-1.14766,-0.0760607
1116,0.00669,-1.16671,-0.0760607
1117,0.0067,-1.17941,-0.0426533
1118,0.00671,-1.19845,-0.0426533
1119,0.00672,-1.21591,-0.0927645
1120,0.00673,-1.23337,-0.0426533
1121,0.00674,-1.24606,-0.0426533
1122,0.00675,-1.26511,-0.0426533
1123,0.00676,-1.28098,-0.0426533
1124,0.00677,-1.29843,-0.0426533
1125,0.00678,-1.31272,-0.0426533
1126,0.00679,-1.33017,-0.0426533
1127,0.0068,-1.34763,-0.0426533
1128,0.00681,-1.36509,-0.0760607
1129,0.00682,-1.37937,-0.0426533
1130,0.00683,-1.39683,-0.0426533
1131,0.00684,-1.4127,-0.0426533
1132,0.00685,-1.43175,-0.0426533
1133,0.00686,-1.44603,-0.0426533
1134,0.00687,-1.46349,-0.0426533
1135,0.00688,-1.47936,-0.0426533
1136,0.00689,-1.49681,-0.0426533
1137,0.0069,-1.51269,-0.0426533
1138,0.00691,-1.53173,-0.0426533
1139,0.00692,-1.54601,-0.0760607
1140,0.00693,-1.56506,-0.0760607
1141,0.00694,-1.58093,-0.0760607
1142,0.00695,-1.59839,-0.0760607
1143,0.00696,-1.61267,-0.0760607
1144,0.00697,-1.63013,-0.0760607
1145,0.00698,-1.646,-0.0426533
1146,0.00699,-1.66504,-0.0426533
1147,0.007,-1.68091,-0.0426533
1148,0.00701,-1.6952,-0.0426533
1149,0.00702,-1.71265,-0.0760607
1150,0.00703,-1.73011,-0.0426533
1151,0.00704,-1.74598,-0.0426533
1152,0.00705,-1.76185,-0.0426533
1153,0.00706,-1.77772,-0.0426533
1154,0.00707,-1.79518,-0.0426533
1155,0.00708,-1.81264,-0.0426533
1156,0.00709,-1.82692,-0.0426533
1157,0.0071,-1.84438,-0.0426533
1158,0.00711,-1.86184,-0.0426533
1159,0.00712,-1.87771,-0.0259496
1160,0.00713,-1.89516,-0.0760607
1161,0.00714,-1.91421,-0.0426533
1162,0.00715,-1.93167,-0.0760607
1163,0.00716,-1.94436,-0.0760607
1164,0.00717,-1.96341,-0.0760607
1165,0.00718,-1.97928,-0.0760607
1166,0.00719,-1.99673,-0.0760607
1167,0.0072,-2.0126,-0.0760607
1168,0.00721,-2.03006,-0.0760607
1169,0.00722,-2.04593,-0.0760607
1170,0.00723,-2.06339,-0.0760607
1171,0.00724,-2.07767,-0.0760607
1172,0.00725,-2.09513,-0.0760607
1173,0.00726,-2.11259,-0.0760607
1174,0.00727,-2.12846,-0.0760607
1175,0.00728,-2.14433,-0.0760607
1176,0.00729,-2.16179,-0.0760607
1177,0.0073,-2.17766,-0.0259496
1178,0.00731,-2.1967,-0.0927645
1179,0.00732,-2.2094,-0.0426533
1180,0.00733,-2.22844,-0.0426533
1181,0.00734,-2.24273,-0.0426533
1182,0.00735,-2.26018,-0.0426533
1183,0.00736,-2.27764,-0.0426533
1184,0.00737,-2.2951,-0.0426533
1185,0.00738,-2.30938,-0.0426533
1186,0.00739,-2.32684,-0.0760607
1187,0.0074,-2.3443,-0.0426533
1188,0.00741,-2.36175,-0.0426533
1189,0.00742,-2.37763,-0.0426533
1190,0.00743,-2.39508,-0.0426533
1191,0.00744,-2.41095,-0.0760607
1192,0.00745,-2.42841,-0.0760607
1193,0.00746,-2.44428,-0.0760607
1194,0.00747,-2.46015,-0.0760607
1195,0.00748,-2.47602,-0.0760607
1196,0.00749,-2.49348,-0.0760607
1197,0.0075,-2.50935,-0.0760607
1198,0.00751,-2.52522,-0.0426533
1199,0.00752,-2.54268,-0.0426533
1200,0.00753,-2.55855,-0.0426533
1201,0.00754,-2.57601,-0.0426533
1202,0.00755,-2.59029,-0.0426533
1203,0.00756,-2.60933,-0.0426533
1204,0.00757,-2.62679,-0.0426533
1205,0.00758,-2.64266,-0.0426533
1206,0.00759,-2.66012,-0.0426533
1207,0.0076,-2.6744,-0.0426533
1208,0.00761,-2.69345,-0.0760607
1209,0.00762,-2.70932,-0.0760607
1210,0.00763,-2.72519,-0.0426533
1211,0.00764,-2.74265,-0.0426533
1212,0.00765,-2.7601,-0.0426533
1213,0.00766,-2.77439,-0.0426533
1214,0.00767,-2.79184,-0.0426533
1215,0.00768,-2.8093,-0.0426533
1216,0.00769,-2.82835,-0.0426533
1217,0.0077,-2.84104,-0.0426533
1218,0.00771,-2.8585,-0.0426533
1219,0.00772,-2.87596,-0.0760607
1220,0.00773,-2.89183,-0.0760607
1221,0.00774,-2.9077,-0.0760607
1222,0.00775,-2.92516,-0.0426533
1223,0.00776,-2.94261,-0.0426533
1224,0.00777,-2.95848,-0.0426533
1225,0.00778,-2.97277,-0.0426533
1226,0.00779,-2.99181,-0.0426533
1227,0.0078,-3.00927,-0.0426533
1228,0.00781,-3.02355,-0.0426533
1229,0.00782,-3.04101,-0.0426533
1230,0.00783,-3.05847,-0.0426533
1231,0.00784,-3.07593,-0.0760607
1232,0.00785,-3.09021,-0.0760607
1233,0.00786,-3.10767,-0.0426533
1234,0.00787,-3.12512,-0.0426533
1235,0.00788,-3.13941,-0.0426533
1236,0.00789,-3.15687,-0.0426533
1237,0.0079,-3.17591,-0.0426533
1238,0.00791,-3.19019,-0.0426533
1239,0.00792,-3.20606,-0.0426533
1240,0.00793,-3.22352,-0.0426533
1241,0.00794,-3.23939,-0.0426533
1242,0.00795,-3.25685,-0.0426533
1243,0.00796,-3.27272,-0.0426533
1244,0.00797,-3.29018,-0.0426533
1245,0.00798,-3.30763,-0.0426533
1246,0.00799,-3.32509,-0.0426533
1247,0.008,-3.33779,-0.0426533
1248,0.00801,-3.35683,-0.0426533
1249,0.00802,-3.3727,-0.0760607
1250,0.00803,-3.39175,-0.0426533
1251,0.00804,-3.40603,-0.0426533
1252,0.00805,-3.42349,-0.0426533
1253,0.00806,-3.43936,-0.0760607
1254,0.00807,-3.45523,-0.0760607
1255,0.00808,-3.47269,-0.0426533
1256,0.00809,-3.48856,-0.0426533
1257,0.0081,-3.50602,-0.0426533
1258,0.00811,-3.52189,-0.0426533
1259,0.00812,-3.53776,-0.0426533
1260,0.00813,-3.55521,-0.0426533
1261,0.00814,-3.57267,-0.0426533
1262,0.00815,-3.58854,-0.0426533
1263,0.00816,-3.60441,-0.0426533
1264,0.00817,-3.62346,-0.0426533
1265,0.00818,-3.63615,-0.0760607
1266,0.00819,-3.65361,-0.0760607
1267,0.0082,-3.67107,-0.0760607
1268,0.00821,-3.69011,-0.0760607
1269,0.00822,-3.70598,-0.0426533
1270,0.00823,-3.72027,-0.0426533
1271,0.00824,-3.73614,-0.0426533
1272,0.00825,-3.75677,-0.0426533
1273,0.00826,-3.77423,-0.0426533
1274,0.00827,-3.7901,-0.0426533
1275,0.00828,-3.80597,-0.0426533
1276,0.00829,-3.82342,-0.0760607
1277,0.0083,-3.8393,-0.0760607
1278,0.00831,-3.85675,-0.0760607
1279,0.00832,-3.87262,-0.0760607
1280,0.00833,-3.89167,-0.0426533
1281,0.00834,-3.90436,-0.0426533
1282,0.00835,-3.92341,-0.0426533
1283,0.00836,-3.93769,-0.0426533
1284,0.00837,-3.95515,-0.0426533
1285,0.00838,-3.97102,-0.0426533
1286,0.00839,-3.98848,-0.0426533
1287,0.0084,-4.00593,-0.0426533
1288,0.00841,-4.02339,-0.0426533
1289,0.00842,-4.03609,-0.0426533
1290,0.00843,-4.05513,-0.0426533
1291,0.00844,-4.071,-0.0760607
1292,0.00845,-4.09005,-0.0760607
1293,0.00846,-4.10433,-0.0426533
1294,0.00847,-4.1202,-0.0426533
1295,0.00848,-4.13766,-0.0426533
1296,0.00849,-4.14083,-0.0426533
1297,0.0085,-4.1202,-0.0426533
1298,0.00851,-4.10592,-0.0426533
1299,0.00852,-4.09005,-0.0426533
1300,0.00853,-4.07259,-0.0426533
1301,0.00854,-4.05672,-0.0426533
1302,0.00855,-4.03926,-0.0426533
1303,0.00856,-4.02339,-0.0426533
1304,0.00857,-4.00593,-0.0426533
1305,0.00858,-3.99165,-0.0426533
1306,0.00859,-3.97261,-0.0426533
1307,0.0086,-3.95991,-0.0927645
1308,0.00861,-3.94087,-0.0259496
1309,0.00862,-3.92658,-0.0927645
1310,0.00863,-3.90913,-0.0426533
1311,0.00864,-3.89325,-0.0426533
1312,0.00865,-3.8758,-0.0426533
1313,0.00866,-3.85834,-0.0426533
1314,0.00867,-3.84406,-0.0426533
1315,0.00868,-3.8266,-0.0426533
1316,0.00869,-3.80914,-0.0426533
1317,0.0087,-3.79327,-0.0426533
1318,0.00871,-3.77581,-0.0426533
1319,0.00872,-3.76312,-0.0426533
1320,0.00873,-3.7409,-0.0760607
1321,0.00874,-3.72503,-0.0760607
1322,0.00875,-3.70757,-0.0760607
1323,0.00876,-3.69329,-0.0760607
1324,0.00877,-3.67583,-0.0426533
1325,0.00878,-3.65837,-0.0426533
1326,0.00879,-3.6425,-0.0426533
1327,0.0088,-3.62504,-0.0426533
1328,0.00881,-3.60759,-0.0426533
1329,0.00882,-3.59489,-0.0426533
1330,0.00883,-3.57585,-0.0426533
1331,0.00884,-3.56156,-0.0426533
1332,0.00885,-3.54252,-0.0426533
1333,0.00886,-3.52823,-0.0426533
1334,0.00887,-3.51078,-0.0426533
1335,0.00888,-3.49491,-0.0426533
1336,0.00889,-3.47586,-0.0426533
1337,0.0089,-3.46158,-0.0760607
1338,0.00891,-3.44412,-0.0426533
1339,0.00892,-3.42666,-0.0426533
1340,0.00893,-3.41079,-0.0426533
1341,0.00894,-3.39334,-0.0426533
1342,0.00895,-3.37905,-0.0426533
1343,0.00896,-3.36159,-0.0426533
1344,0.00897,-3.34255,-0.0426533
1345,0.00898,-3.32985,-0.0426533
1346,0.00899,-3.3124,-0.0426533
1347,0.009,-3.29494,-0.0426533
1348,0.00901,-3.27907,-0.0426533
1349,0.00902,-3.26161,-0.0760607
1350,0.00903,-3.24574,-0.0426533
1351,0.00904,-3.22828,-0.0426533
1352,0.00905,-3.21241,-0.0426533
1353,0.00906,-3.19813,-0.0426533
1354,0.00907,-3.17908,-0.0426533
1355,0.00908,-3.1648,-0.0426533
1356,0.00909,-3.14734,-0.0426533
1357,0.0091,-3.13147,-0.0426533
1358,0.00911,-3.11401,-0.0426533
1359,0.00912,-3.09814,-0.0426533
1360,0.00913,-3.0791,-0.0426533
1361,0.00914,-3.06482,-0.0426533
1362,0.00915,-3.04736,-0.0426533
1363,0.00916,-3.03149,-0.0426533
1364,0.00917,-3.01562,-0.0426533
1365,0.00918,-2.99816,-0.0426533
1366,0.00919,-2.97912,-0.0426533
1367,0.0092,-2.96642,-0.0426533
1368,0.00921,-2.94896,-0.0426533
1369,0.00922,-2.9315,-0.0426533
1370,0.00923,-2.91405,-0.0760607
1371,0.00924,-2.89976,-0.0426533
1372,0.00925,-2.88231,-0.0426533
1373,0.00926,-2.86644,-0.0426533
1374,0.00927,-2.84739,-0.0426533
1375,0.00928,-2.83311,-0.0426533
1376,0.00929,-2.81565,-0.0426533
1377,0.0093,-2.79978,-0.0760607
1378,0.00931,-2.78391,-0.0760607
1379,0.00932,-2.76645,-0.0426533
1380,0.00933,-2.74899,-0.0426533
1381,0.00934,-2.73312,-0.0426533
1382,0.00935,-2.71725,-0.0426533
1383,0.00936,-2.6998,-0.0426533
1384,0.00937,-2.68393,-0.0426533
1385,0.00938,-2.66647,-0.0426533
1386,0.00939,-2.6506,-0.0426533
1387,0.0094,-2.63314,-0.0426533
1388,0.00941,-2.61568,-0.0426533
1389,0.00942,-2.6014,-0.0426533
1390,0.00943,-2.58394,-0.0760607
1391,0.00944,-2.56648,-0.0760607
1392,0.00945,-2.55061,-0.0760607
1393,0.00946,-2.53474,-0.0760607
1394,0.00947,-2.51887,-0.0760607
1395,0.00948,-2.50142,-0.0760607
1396,0.00949,-2.48396,-0.0426533
1397,0.0095,-2.46967,-0.0426533
1398,0.00951,-2.45222,-0.0426533
1399,0.00952,-2.43635,-0.0426533
1400,0.00953,-2.41889,-0.0426533
1401,0.00954,-2.40302,-0.0426533
1402,0.00955,-2.38715,-0.0426533
1403,0.00956,-2.36969,-0.0426533
1404,0.00957,-2.35382,-0.0426533
1405,0.00958,-2.33795,-0.0760607
1406,0.00959,-2.32049,-0.0760607
1407,0.0096,-2.30303,-0.0760607
1408,0.00961,-2.28716,-0.0426533
1409,0.00962,-2.26971,-0.0426533
1410,0.00963,-2.25384,-0.0426533
