;Scopy version,f4beeb1
;Exported on,Freitag August 30/08/2024
;Device,M2K
;Nr of samples,1600
;Sample rate,100000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V),CH2(V)
51,-0.00396,-0.0859305,-0.0426533
52,-0.00395,-0.101801,-0.0426533
53,-0.00394,-0.117671,-0.0426533
54,-0.00393,-0.136716,-0.0426533
55,-0.00392,-0.150999,-0.0426533
56,-0.00391,-0.170044,-0.0426533
57,-0.0039,-0.18274,-0.0426533
58,-0.00389,-0.201785,-0.0426533
59,-0.00388,-0.219242,-0.0760607
60,-0.00387,-0.2367,-0.0760607
61,-0.00386,-0.249396,-0.0760607
62,-0.00385,-0.268441,-0.0760607
63,-0.00384,-0.284311,-0.0760607
64,-0.00383,-0.300182,-0.0760607
65,-0.00382,-0.317639,-0.0760607
66,-0.00381,-0.33351,-0.0426533
67,-0.0038,-0.350967,-0.0426533
68,-0.00379,-0.370012,-0.0426533
69,-0.00378,-0.382708,-0.0426533
70,-0.00377,-0.400166,-0.0927645
71,-0.00376,-0.416036,-0.0426533
72,-0.00375,-0.435081,-0.0426533
73,-0.00374,-0.450951,-0.0426533
74,-0.00373,-0.469996,-0.0426533
75,-0.00372,-0.484279,-0.0426533
76,-0.00371,-0.50015,-0.0426533
77,-0.0037,-0.517607,-0.0426533
78,-0.00369,-0.535065,-0.0426533
79,-0.00368,-0.550935,-0.0426533
80,-0.00367,-0.566806,-0.0426533
81,-0.00366,-0.584263,-0.0426533
82,-0.00365,-0.601721,-0.0760607
83,-0.00364,-0.616004,-0.0760607
84,-0.00363,-0.633462,-0.0760607
85,-0.00362,-0.649332,-0.0760607
86,-0.00361,-0.666789,-0.0760607
87,-0.0036,-0.68266,-0.0426533
88,-0.00359,-0.700117,-0.0426533
89,-0.00358,-0.715988,-0.0426533
90,-0.00357,-0.733445,-0.0426533
91,-0.00356,-0.749316,-0.0426533
92,-0.00355,-0.765186,-0.0426533
93,-0.00354,-0.782644,-0.0760607
94,-0.00353,-0.800101,-0.0760607
95,-0.00352,-0.815972,-0.0426533
96,-0.00351,-0.833429,-0.0426533
97,-0.0035,-0.850887,-0.0426533
98,-0.00349,-0.868344,-0.0426533
99,-0.00348,-0.881041,-0.0426533
100,-0.00347,-0.900085,-0.0426533
101,-0.00346,-0.915956,-0.0426533
102,-0.00345,-0.935,-0.0426533
103,-0.00344,-0.949284,-0.0426533
104,-0.00343,-0.966741,-0.0426533
105,-0.00342,-0.982612,-0.0426533
106,-0.00341,-0.998482,-0.0426533
107,-0.0034,-1.01435,-0.0426533
108,-0.00339,-1.03181,-0.0426533
109,-0.00338,-1.04927,-0.0426533
110,-0.00337,-1.06514,-0.0426533
111,-0.00336,-1.08101,-0.0426533
112,-0.00335,-1.10005,-0.0760607
113,-0.00334,-1.11434,-0.0760607
114,-0.00333,-1.13021,-0.0426533
115,-0.00332,-1.14766,-0.0760607
116,-0.00331,-1.16512,-0.0760607
117,-0.0033,-1.18258,-0.0760607
118,-0.00329,-1.19845,-0.0426533
119,-0.00328,-1.21432,-0.0426533
120,-0.00327,-1.23178,-0.0426533
121,-0.00326,-1.24924,-0.0426533
122,-0.00325,-1.26511,-0.0426533
123,-0.00324,-1.28098,-0.0426533
124,-0.00323,-1.29843,-0.0426533
125,-0.00322,-1.31272,-0.0426533
126,-0.00321,-1.33017,-0.0426533
127,-0.0032,-1.34763,-0.0426533
128,-0.00319,-1.36509,-0.0760607
129,-0.00318,-1.38096,-0.0760607
130,-0.00317,-1.39683,-0.0760607
131,-0.00316,-1.41429,-0.0760607
132,-0.00315,-1.43175,-0.0426533
133,-0.00314,-1.44762,-0.0426533
134,-0.00313,-1.4619,-0.0426533
135,-0.00312,-1.47936,-0.0259496
136,-0.00311,-1.4984,-0.0426533
137,-0.0031,-1.5111,-0.0426533
138,-0.00309,-1.53173,-0.0426533
139,-0.00308,-1.54601,-0.0760607
140,-0.00307,-1.56506,-0.0760607
141,-0.00306,-1.58093,-0.0426533
142,-0.00305,-1.59839,-0.0426533
143,-0.00304,-1.61267,-0.0426533
144,-0.00303,-1.63013,-0.0426533
145,-0.00302,-1.646,-0.0426533
146,-0.00301,-1.66504,-0.0426533
147,-0.003,-1.67932,-0.0426533
148,-0.00299,-1.69678,-0.0426533
149,-0.00298,-1.71265,-0.0426533
150,-0.00297,-1.73011,-0.0426533
151,-0.00296,-1.74598,-0.0426533
152,-0.00295,-1.76185,-0.0426533
153,-0.00294,-1.77772,-0.0426533
154,-0.00293,-1.79518,-0.0426533
155,-0.00292,-1.81264,-0.0426533
156,-0.00291,-1.82692,-0.0426533
157,-0.0029,-1.84438,-0.0426533
158,-0.00289,-1.86184,-0.0426533
159,-0.00288,-1.87771,-0.0426533
160,-0.00287,-1.89516,-0.0426533
161,-0.00286,-1.91421,-0.0426533
162,-0.00285,-1.93167,-0.0760607
163,-0.00284,-1.94436,-0.0760607
164,-0.00283,-1.96341,-0.0760607
165,-0.00282,-1.98086,-0.0760607
166,-0.00281,-1.99673,-0.0760607
167,-0.0028,-2.0126,-0.0760607
168,-0.00279,-2.03006,-0.0760607
169,-0.00278,-2.04435,-0.0760607
170,-0.00277,-2.0618,-0.0426533
171,-0.00276,-2.07767,-0.0760607
172,-0.00275,-2.09513,-0.0760607
173,-0.00274,-2.10941,-0.0760607
174,-0.00273,-2.13005,-0.0760607
175,-0.00272,-2.14433,-0.0760607
176,-0.00271,-2.16179,-0.0426533
177,-0.0027,-2.17766,-0.0426533
178,-0.00269,-2.19353,-0.0426533
179,-0.00268,-2.2094,-0.0426533
180,-0.00267,-2.22844,-0.0426533
181,-0.00266,-2.24273,-0.0426533
182,-0.00265,-2.26018,-0.0426533
183,-0.00264,-2.27764,-0.0426533
184,-0.00263,-2.2951,-0.0426533
185,-0.00262,-2.31097,-0.0426533
186,-0.00261,-2.32684,-0.0426533
187,-0.0026,-2.3443,-0.0426533
188,-0.00259,-2.36175,-0.0426533
189,-0.00258,-2.37921,-0.0426533
190,-0.00257,-2.3935,-0.0927645
191,-0.00256,-2.41095,-0.0426533
192,-0.00255,-2.42841,-0.0426533
193,-0.00254,-2.44428,-0.0426533
194,-0.00253,-2.46015,-0.0426533
195,-0.00252,-2.47602,-0.0426533
196,-0.00251,-2.49348,-0.0426533
197,-0.0025,-2.50935,-0.0426533
198,-0.00249,-2.52522,-0.0426533
199,-0.00248,-2.54268,-0.0426533
200,-0.00247,-2.55855,-0.0426533
201,-0.00246,-2.57442,-0.0426533
202,-0.00245,-2.59346,-0.0426533
203,-0.00244,-2.60775,-0.0426533
204,-0.00243,-2.62679,-0.0426533
205,-0.00242,-2.64266,-0.0426533
206,-0.00241,-2.66012,-0.0426533
207,-0.0024,-2.6744,-0.0426533
208,-0.00239,-2.69345,-0.0760607
209,-0.00238,-2.70773,-0.0760607
210,-0.00237,-2.72519,-0.0426533
211,-0.00236,-2.74265,-0.0426533
212,-0.00235,-2.7601,-0.0426533
213,-0.00234,-2.77439,-0.0426533
214,-0.00233,-2.79184,-0.0426533
215,-0.00232,-2.8093,-0.0426533
216,-0.00231,-2.82835,-0.0426533
217,-0.0023,-2.84104,-0.0426533
218,-0.00229,-2.8585,-0.0426533
219,-0.00228,-2.87596,-0.0426533
220,-0.00227,-2.895,-0.0760607
221,-0.00226,-2.9077,-0.0760607
222,-0.00225,-2.92674,-0.0426533
223,-0.00224,-2.94103,-0.0426533
224,-0.00223,-2.95848,-0.0426533
225,-0.00222,-2.97277,-0.0426533
226,-0.00221,-2.99181,-0.0426533
227,-0.0022,-3.00927,-0.0426533
228,-0.00219,-3.02355,-0.0426533
229,-0.00218,-3.04101,-0.0426533
230,-0.00217,-3.05847,-0.0426533
231,-0.00216,-3.07593,-0.0760607
232,-0.00215,-3.09021,-0.0760607
233,-0.00214,-3.10767,-0.0426533
234,-0.00213,-3.12512,-0.0426533
235,-0.00212,-3.13941,-0.0426533
236,-0.00211,-3.15845,-0.0426533
237,-0.0021,-3.17432,-0.0426533
238,-0.00209,-3.19178,-0.0426533
239,-0.00208,-3.20606,-0.0426533
240,-0.00207,-3.22511,-0.0426533
241,-0.00206,-3.23939,-0.0426533
242,-0.00205,-3.25685,-0.0426533
243,-0.00204,-3.27272,-0.0426533
244,-0.00203,-3.29018,-0.0426533
245,-0.00202,-3.30763,-0.0426533
246,-0.00201,-3.3235,-0.0426533
247,-0.002,-3.33938,-0.0426533
248,-0.00199,-3.35683,-0.0426533
249,-0.00198,-3.37429,-0.0760607
250,-0.00197,-3.39016,-0.0426533
251,-0.00196,-3.40603,-0.0426533
252,-0.00195,-3.42349,-0.0426533
253,-0.00194,-3.43936,-0.0760607
254,-0.00193,-3.45364,-0.0760607
255,-0.00192,-3.4711,-0.0760607
256,-0.00191,-3.49173,-0.0426533
257,-0.0019,-3.50602,-0.0426533
258,-0.00189,-3.52189,-0.0426533
259,-0.00188,-3.53776,-0.0426533
260,-0.00187,-3.55521,-0.0426533
261,-0.00186,-3.57267,-0.0426533
262,-0.00185,-3.58695,-0.0426533
263,-0.00184,-3.60283,-0.0426533
264,-0.00183,-3.62346,-0.0426533
265,-0.00182,-3.63615,-0.0426533
266,-0.00181,-3.6552,-0.0760607
267,-0.0018,-3.66948,-0.0426533
268,-0.00179,-3.68853,-0.0426533
269,-0.00178,-3.70598,-0.0426533
270,-0.00177,-3.72027,-0.0426533
271,-0.00176,-3.73614,-0.0760607
272,-0.00175,-3.75677,-0.0426533
273,-0.00174,-3.77423,-0.0426533
274,-0.00173,-3.7901,-0.0426533
275,-0.00172,-3.80597,-0.0426533
276,-0.00171,-3.82342,-0.0426533
277,-0.0017,-3.8393,-0.0760607
278,-0.00169,-3.85675,-0.0760607
279,-0.00168,-3.87262,-0.0426533
280,-0.00167,-3.89167,-0.0426533
281,-0.00166,-3.90436,-0.0426533
282,-0.00165,-3.92341,-0.0426533
283,-0.00164,-3.93769,-0.0426533
284,-0.00163,-3.95515,-0.0426533
285,-0.00162,-3.97102,-0.0426533
286,-0.00161,-3.98848,-0.0426533
287,-0.0016,-4.00593,-0.0426533
288,-0.00159,-4.02339,-0.0426533
289,-0.00158,-4.03609,-0.0426533
290,-0.00157,-4.05513,-0.0426533
291,-0.00156,-4.06942,-0.0426533
292,-0.00155,-4.08687,-0.0426533
293,-0.00154,-4.10433,-0.0426533
294,-0.00153,-4.1202,-0.0426533
295,-0.00152,-4.13766,-0.0426533
296,-0.00151,-4.14083,-0.0760607
297,-0.0015,-4.12179,-0.0426533
298,-0.00149,-4.10592,-0.0426533
299,-0.00148,-4.09005,-0.0426533
300,-0.00147,-4.07418,-0.0426533
301,-0.00146,-4.05672,-0.0426533
302,-0.00145,-4.03926,-0.0426533
303,-0.00144,-4.02339,-0.0426533
304,-0.00143,-4.00593,-0.0426533
305,-0.00142,-3.99165,-0.0426533
306,-0.00141,-3.97261,-0.0426533
307,-0.0014,-3.95991,-0.0760607
308,-0.00139,-3.94087,-0.0760607
309,-0.00138,-3.92658,-0.0426533
310,-0.00137,-3.90913,-0.0426533
311,-0.00136,-3.89325,-0.0426533
312,-0.00135,-3.8758,-0.0426533
313,-0.00134,-3.85834,-0.0426533
314,-0.00133,-3.84406,-0.0760607
315,-0.00132,-3.8266,-0.0426533
316,-0.00131,-3.80914,-0.0426533
317,-0.0013,-3.79327,-0.0426533
318,-0.00129,-3.77581,-0.0426533
319,-0.00128,-3.76312,-0.0426533
320,-0.00127,-3.7409,-0.0760607
321,-0.00126,-3.72503,-0.0760607
322,-0.00125,-3.70916,-0.0760607
323,-0.00124,-3.6917,-0.0760607
324,-0.00123,-3.67424,-0.0760607
325,-0.00122,-3.65837,-0.0760607
326,-0.00121,-3.6425,-0.0426533
327,-0.0012,-3.62504,-0.0426533
328,-0.00119,-3.60759,-0.0426533
329,-0.00118,-3.59489,-0.0426533
330,-0.00117,-3.57585,-0.0426533
331,-0.00116,-3.56156,-0.0426533
332,-0.00115,-3.54252,-0.0426533
333,-0.00114,-3.52823,-0.0426533
334,-0.00113,-3.51078,-0.0426533
335,-0.00112,-3.49332,-0.0760607
336,-0.00111,-3.47586,-0.0760607
337,-0.0011,-3.46158,-0.0760607
338,-0.00109,-3.44412,-0.0426533
339,-0.00108,-3.42666,-0.0426533
340,-0.00107,-3.41079,-0.0426533
341,-0.00106,-3.39492,-0.0426533
342,-0.00105,-3.37905,-0.0760607
343,-0.00104,-3.36159,-0.0760607
344,-0.00103,-3.34255,-0.0426533
345,-0.00102,-3.32985,-0.0426533
346,-0.00101,-3.31081,-0.0426533
347,-0.001,-3.29653,-0.0426533
348,-0.00099,-3.27907,-0.0760607
349,-0.00098,-3.26478,-0.0760607
350,-0.00097,-3.24574,-0.0760607
351,-0.00096,-3.22987,-0.0426533
352,-0.00095,-3.214,-0.0927645
353,-0.00094,-3.19813,-0.0426533
354,-0.00093,-3.18067,-0.0426533
355,-0.00092,-3.1648,-0.0426533
356,-0.00091,-3.14734,-0.0426533
357,-0.0009,-3.13147,-0.0426533
358,-0.00089,-3.11401,-0.0426533
359,-0.00088,-3.09814,-0.0426533
360,-0.00087,-3.08227,-0.0426533
361,-0.00086,-3.06482,-0.0426533
362,-0.00085,-3.04736,-0.0426533
363,-0.00084,-3.03149,-0.0426533
364,-0.00083,-3.01562,-0.0426533
365,-0.00082,-2.99816,-0.0426533
366,-0.00081,-2.9807,-0.0426533
367,-0.0008,-2.96483,-0.0426533
368,-0.00079,-2.94738,-0.0760607
369,-0.00078,-2.93309,-0.0760607
370,-0.00077,-2.91405,-0.0760607
371,-0.00076,-2.90135,-0.0760607
372,-0.00075,-2.88231,-0.0760607
373,-0.00074,-2.86802,-0.0426533
374,-0.00073,-2.85057,-0.0426533
375,-0.00072,-2.83628,-0.0426533
376,-0.00071,-2.81724,-0.0426533
377,-0.0007,-2.79978,-0.0760607
378,-0.00069,-2.78391,-0.0426533
379,-0.00068,-2.76645,-0.0426533
380,-0.00067,-2.75058,-0.0426533
381,-0.00066,-2.73312,-0.0426533
382,-0.00065,-2.71567,-0.0426533
383,-0.00064,-2.70138,-0.0426533
384,-0.00063,-2.68393,-0.0760607
385,-0.00062,-2.66647,-0.0426533
386,-0.00061,-2.64901,-0.0426533
387,-0.0006,-2.63473,-0.0426533
388,-0.00059,-2.61727,-0.0426533
389,-0.00058,-2.6014,-0.0426533
390,-0.00057,-2.58394,-0.0760607
391,-0.00056,-2.56807,-0.0760607
392,-0.00055,-2.55061,-0.0760607
393,-0.00054,-2.53474,-0.0760607
394,-0.00053,-2.51887,-0.0760607
395,-0.00052,-2.50142,-0.0760607
396,-0.00051,-2.48396,-0.0426533
397,-0.0005,-2.46967,-0.0426533
398,-0.00049,-2.45222,-0.0426533
399,-0.00048,-2.43635,-0.0426533
400,-0.00047,-2.41889,-0.0426533
401,-0.00046,-2.40461,-0.0426533
402,-0.00045,-2.38715,-0.0426533
403,-0.00044,-2.37128,-0.0426533
404,-0.00043,-2.35541,-0.0426533
405,-0.00042,-2.33795,-0.0760607
406,-0.00041,-2.32049,-0.0760607
407,-0.0004,-2.30303,-0.0426533
408,-0.00039,-2.28399,-0.0426533
409,-0.00038,-2.27129,-0.0426533
410,-0.00037,-2.25384,-0.0426533
411,-0.00036,-2.23479,-0.0426533
412,-0.00035,-2.22209,-0.0426533
413,-0.00034,-2.20305,-0.0426533
414,-0.00033,-2.18559,-0.0927645
415,-0.00032,-2.17131,-0.0426533
416,-0.00031,-2.15385,-0.0259496
417,-0.0003,-2.13957,-0.0760607
418,-0.00029,-2.12052,-0.0426533
419,-0.00028,-2.10307,-0.0426533
420,-0.00027,-2.0872,-0.0426533
421,-0.00026,-2.07133,-0.0426533
422,-0.00025,-2.05387,-0.0426533
423,-0.00024,-2.03958,-0.0426533
424,-0.00023,-2.02213,-0.0426533
425,-0.00022,-2.00467,-0.0426533
426,-0.00021,-1.9888,-0.0426533
427,-0.0002,-1.97293,-0.0426533
428,-0.00019,-1.95706,-0.0426533
429,-0.00018,-1.9396,-0.0426533
430,-0.00017,-1.92214,-0.0426533
431,-0.00016,-1.90627,-0.0426533
432,-0.00015,-1.88882,-0.0426533
433,-0.00014,-1.87136,-0.0426533
434,-0.00013,-1.8539,-0.0426533
435,-0.00012,-1.83803,-0.0426533
436,-0.00011,-1.82216,-0.0426533
437,-0.0001,-1.8047,-0.0426533
438,-9e-05,-1.78724,-0.0426533
439,-8e-05,-1.77455,-0.0426533
440,-7e-05,-1.7555,-0.0426533
441,-6e-05,-1.73963,-0.0426533
442,-5e-05,-1.72376,-0.0426533
443,-4e-05,-1.7063,-0.0760607
444,-3e-05,-1.69043,-0.0760607
445,-2e-05,-1.67139,-0.0760607
446,-1e-05,-1.65869,-0.0426533
447,0,-1.64124,-0.0760607
448,1e-05,-1.62219,-0.0760607
449,2e-05,-1.6095,-0.0760607
450,3e-05,-1.59045,-0.0760607
451,4e-05,-1.57617,-0.0760607
452,5e-05,-1.55712,-0.0760607
453,6e-05,-1.53966,-0.0760607
454,7e-05,-1.52379,-0.0426533
455,8e-05,-1.50634,-0.0426533
456,9e-05,-1.48888,-0.0426533
457,0.0001,-1.47618,-0.0426533
458,0.00011,-1.45714,-0.0426533
459,0.00012,-1.44286,-0.0426533
460,0.00013,-1.42381,-0.0426533
461,0.00014,-1.40953,-0.0426533
462,0.00015,-1.39207,-0.0760607
463,0.00016,-1.37461,-0.0760607
464,0.00017,-1.35715,-0.0760607
465,0.00018,-1.34287,-0.0760607
466,0.00019,-1.32541,-0.0426533
467,0.0002,-1.30954,-0.0426533
468,0.00021,-1.29209,-0.0426533
469,0.00022,-1.27463,-0.0760607
470,0.00023,-1.26034,-0.0426533
471,0.00024,-1.24289,-0.0426533
472,0.00025,-1.22702,-0.0760607
473,0.00026,-1.20956,-0.0426533
474,0.00027,-1.1921,-0.0426533
475,0.00028,-1.17464,-0.0760607
476,0.00029,-1.15877,-0.0426533
477,0.0003,-1.14449,-0.0426533
478,0.00031,-1.12545,-0.0426533
479,0.00032,-1.11116,-0.0426533
480,0.00033,-1.0937,-0.0426533
481,0.00034,-1.07625,-0.0426533
482,0.00035,-1.05879,-0.0426533
483,0.00036,-1.04292,-0.0426533
484,0.00037,-1.02705,-0.0426533
485,0.00038,-1.01118,-0.0426533
486,0.00039,-0.993721,-0.0426533
487,0.0004,-0.976264,-0.0426533
488,0.00041,-0.96198,-0.0426533
489,0.00042,-0.944523,-0.0426533
490,0.00043,-0.927065,-0.0760607
491,0.00044,-0.912782,-0.0760607
492,0.00045,-0.893737,-0.0760607
493,0.00046,-0.879454,-0.0760607
494,0.00047,-0.861996,-0.0760607
495,0.00048,-0.846126,-0.0426533
496,0.00049,-0.828668,-0.0426533
497,0.0005,-0.811211,-0.0760607
498,0.00051,-0.793753,-0.0760607
499,0.00052,-0.777883,-0.0426533
500,0.00053,-0.760425,-0.0426533
501,0.00054,-0.744555,-0.0426533
502,0.00055,-0.727097,-0.0426533
503,0.00056,-0.711227,-0.0426533
504,0.00057,-0.693769,-0.0426533
505,0.00058,-0.677899,-0.0426533
506,0.00059,-0.660441,-0.0426533
507,0.0006,-0.646158,-0.0426533
508,0.00061,-0.6287,-0.0426533
509,0.00062,-0.61283,-0.0426533
510,0.00063,-0.596959,-0.0426533
511,0.00064,-0.579502,-0.0426533
512,0.00065,-0.562044,-0.0426533
513,0.00066,-0.546174,-0.0426533
514,0.00067,-0.530303,-0.0760607
515,0.00068,-0.514433,-0.0760607
516,0.00069,-0.496976,-0.0760607
517,0.0007,-0.482692,-0.0760607
518,0.00071,-0.463648,-0.0760607
519,0.00072,-0.44619,-0.0760607
520,0.00073,-0.428733,-0.0426533
521,0.00074,-0.411275,-0.0426533
522,0.00075,-0.395405,-0.0426533
523,0.00076,-0.377947,-0.0426533
524,0.00077,-0.362077,-0.0426533
525,0.00078,-0.344619,-0.0426533
526,0.00079,-0.328749,-0.0426533
527,0.0008,-0.312878,-0.0426533
528,0.00081,-0.295421,-0.0426533
529,0.00082,-0.281137,-0.0426533
530,0.00083,-0.26368,-0.0426533
531,0.00084,-0.246222,-0.0426533
532,0.00085,-0.230352,-0.0760607
533,0.00086,-0.214481,-0.0760607
534,0.00087,-0.197024,-0.0760607
535,0.00088,-0.181153,-0.0426533
536,0.00089,-0.162109,-0.0426533
537,0.0009,-0.149412,-0.0426533
538,0.00091,-0.130368,-0.0426533
539,0.00092,-0.114497,-0.0426533
540,0.00093,-0.100214,-0.0426533
541,0.00094,-0.0811694,-0.0426533
542,0.00095,-0.0652989,-0.0426533
543,0.00096,-0.0478414,-0.0426533
544,0.00097,-0.031971,-0.0426533
545,0.00098,-0.0145134,-0.0426533
546,0.00099,-0.000230028,-0.0426533
547,0.001,0.0172275,-0.0760607
548,0.00101,0.0315109,-0.0760607
549,0.00102,0.0489684,-0.0760607
550,0.00103,0.0664259,-0.0760607
551,0.00104,0.0838834,-0.0426533
552,0.00105,0.0981668,-0.0426533
553,0.00106,0.114037,-0.0760607
554,0.00107,0.133082,-0.0760607
555,0.00108,0.147365,-0.0760607
556,0.00109,0.16641,-0.0760607
557,0.0011,0.180693,-0.0426533
558,0.00111,0.198151,-0.0426533
559,0.00112,0.214021,-0.0426533
560,0.00113,0.231479,-0.0426533
561,0.00114,0.247349,-0.0426533
562,0.00115,0.264807,-0.0426533
563,0.00116,0.27909,-0.0426533
564,0.00117,0.296548,-0.0426533
565,0.00118,0.310831,-0.0426533
566,0.00119,0.326702,-0.0426533
567,0.0012,0.342572,-0.0426533
568,0.00121,0.360029,-0.0426533
569,0.00122,0.372726,-0.0426533
570,0.00123,0.388596,-0.0426533
571,0.00124,0.399706,-0.0259496
572,0.00125,0.413989,-0.0259496
573,0.00126,0.425098,-0.0259496
574,0.00127,0.437795,-0.0259496
575,0.00128,0.447317,-0.00924586
576,0.00129,0.456839,-0.00924586
577,0.0013,0.466362,-0.00924586
578,0.00131,0.47271,0.00745786
579,0.00132,0.480645,0.00745786
580,0.00133,0.48858,0.0241616
581,0.00134,0.491754,0.0241616
582,0.00135,0.49969,0.057569
583,0.00136,0.502864,0.057569
584,0.00137,0.509212,0.057569
585,0.00138,0.513973,0.0909765
586,0.00139,0.517147,0.0909765
587,0.0014,0.520321,0.0909765
588,0.00141,0.523495,0.10768
589,0.00142,0.526669,0.10768
590,0.00143,0.529843,0.124384
591,0.00144,0.534605,0.157791
592,0.00145,0.537779,0.157791
593,0.00146,0.540953,0.157791
594,0.00147,0.544127,0.174495
595,0.00148,0.544127,0.191199
596,0.00149,0.548888,0.224606
597,0.0015,0.548888,0.258014
598,0.00151,0.552062,0.258014
599,0.00152,0.553649,0.258014
600,0.00153,0.55841,0.274717
601,0.00154,0.55841,0.308125
602,0.00155,0.561584,0.308125
603,0.00156,0.563171,0.308125
604,0.00157,0.564758,0.324829
605,0.00158,0.566346,0.358236
606,0.00159,0.567933,0.358236
607,0.0016,0.56952,0.37494
608,0.00161,0.571107,0.37494
609,0.00162,0.572694,0.391643
610,0.00163,0.574281,0.425051
611,0.00164,0.574281,0.425051
612,0.00165,0.575868,0.441755
613,0.00166,0.579042,0.441755
614,0.00167,0.582216,0.491866
615,0.00168,0.582216,0.491866
616,0.00169,0.582216,0.508569
617,0.0017,0.58539,0.508569
618,0.00171,0.58539,0.525273
619,0.00172,0.58539,0.558681
620,0.00173,0.586977,0.558681
621,0.00174,0.590151,0.575384
622,0.00175,0.590151,0.592088
623,0.00176,0.590151,0.608792
624,0.00177,0.591738,0.625496
625,0.00178,0.591738,0.625496
626,0.00179,0.594912,0.658903
627,0.0018,0.594912,0.658903
628,0.00181,0.594912,0.675607
629,0.00182,0.596499,0.675607
630,0.00183,0.596499,0.725718
631,0.00184,0.598086,0.725718
632,0.00185,0.598086,0.742422
633,0.00186,0.601261,0.742422
634,0.00187,0.601261,0.775829
635,0.00188,0.602848,0.775829
636,0.00189,0.602848,0.792533
637,0.0019,0.604435,0.809236
638,0.00191,0.604435,0.82594
639,0.00192,0.606022,0.842644
640,0.00193,0.606022,0.859348
641,0.00194,0.607609,0.859348
642,0.00195,0.607609,0.876051
643,0.00196,0.609196,0.909459
644,0.00197,0.609196,0.909459
645,0.00198,0.609196,0.909459
646,0.00199,0.610783,0.926163
647,0.002,0.610783,0.976274
648,0.00201,0.610783,0.976274
649,0.00202,0.613957,0.992977
650,0.00203,0.61237,1.00968
651,0.00204,0.615544,1.00968
652,0.00205,0.613957,1.02638
653,0.00206,0.615544,1.04309
654,0.00207,0.615544,1.0765
655,0.00208,0.615544,1.0765
656,0.00209,0.618718,1.0932
657,0.0021,0.617131,1.1099
658,0.00211,0.617131,1.1099
659,0.00212,0.620305,1.12661
660,0.00213,0.618718,1.14331
661,0.00214,0.620305,1.16001
662,0.00215,0.620305,1.19342
663,0.00216,0.620305,1.17672
664,0.00217,0.621892,1.24353
665,0.00218,0.621892,1.24353
666,0.00219,0.621892,1.24353
667,0.0022,0.625066,1.26024
668,0.00221,0.625066,1.27694
669,0.00222,0.625066,1.31035
670,0.00223,0.625066,1.31035
671,0.00224,0.62824,1.32705
672,0.00225,0.626653,1.34376
673,0.00226,0.626653,1.36046
674,0.00227,0.629827,1.36046
675,0.00228,0.62824,1.37716
676,0.00229,0.62824,1.39387
677,0.0023,0.631414,1.42727
678,0.00231,0.629827,1.42727
679,0.00232,0.629827,1.44398
680,0.00233,0.629827,1.44398
681,0.00234,0.633001,1.47739
682,0.00235,0.631414,1.51079
683,0.00236,0.631414,1.51079
684,0.00237,0.633001,1.5275
685,0.00238,0.633001,1.5442
686,0.00239,0.633001,1.5442
